"SiteID","Pct_Windows_Facing_North","Pct_Windows_Facing_NorthEast","Pct_Windows_Facing_East","Pct_Windows_Facing_SouthEast","Pct_Windows_Facing_South","Pct_Windows_Facing_SouthWest","Pct_Windows_Facing_West","Pct_Windows_Facing_NorthWest","Pct_Windows_Facing_Unknown"
"SITE_521","0.0%","25.0%","0.0%","37.5%","0.0%","0.0%","0.0%","37.5%","0.0%"
"SITE_522","27.3%","0.0%","27.3%","0.0%","9.1%","0.0%","36.4%","0.0%","0.0%"
"SITE_523","0.0%","0.0%","16.7%","0.0%","33.3%","0.0%","50.0%","0.0%","0.0%"
"SITE_524","18.8%","0.0%","25.0%","0.0%","25.0%","0.0%","31.2%","0.0%","0.0%"
"SITE_525","0.0%","25.0%","0.0%","31.2%","0.0%","18.8%","0.0%","25.0%","0.0%"
"SITE_527","7.1%","21.4%","0.0%","14.3%","14.3%","21.4%","21.4%","0.0%","0.0%"
"SITE_528","33.3%","0.0%","25.0%","0.0%","8.3%","0.0%","33.3%","0.0%","0.0%"
"SITE_529","20.0%","0.0%","10.0%","0.0%","50.0%","0.0%","20.0%","0.0%","0.0%"
"SITE_53","11.8%","0.0%","29.4%","0.0%","11.8%","0.0%","47.1%","0.0%","0.0%"
"SITE_531","0.0%","0.0%","28.6%","42.9%","0.0%","0.0%","0.0%","28.6%","0.0%"
"SITE_532","25.0%","0.0%","0.0%","0.0%","75.0%","0.0%","0.0%","0.0%","0.0%"
"SITE_533","14.3%","0.0%","7.1%","0.0%","42.9%","0.0%","35.7%","0.0%","0.0%"
"SITE_534","21.1%","0.0%","26.3%","0.0%","21.1%","0.0%","31.6%","0.0%","0.0%"
"SITE_535","37.5%","0.0%","25.0%","0.0%","25.0%","0.0%","12.5%","0.0%","0.0%"
"SITE_536","18.2%","0.0%","45.5%","0.0%","9.1%","0.0%","27.3%","0.0%","0.0%"
"SITE_537","33.3%","0.0%","20.0%","0.0%","46.7%","0.0%","0.0%","0.0%","0.0%"
