Table,Variable,Values
MF_Building_Site_Detail.csv,Parking_Lamp_Style_1,Circline
MF_Building_Site_Detail.csv,Parking_Lamp_Style_1,Decorative
MF_Building_Site_Detail.csv,Parking_Lamp_Style_1,Integrated
MF_Building_Site_Detail.csv,Parking_Lamp_Style_1,Other
MF_Building_Site_Detail.csv,Parking_Lamp_Style_1,Reflector / Flood
MF_Building_Site_Detail.csv,Parking_Lamp_Style_1,Standard A Lamp
MF_Building_Site_Detail.csv,Parking_Lamp_Style_1,Straight Tube
MF_Building_Site_Detail.csv,Parking_Lamp_Style_1,T-5
MF_Building_Site_Detail.csv,Parking_Lamp_Style_1,T-8
MF_Building_Site_Detail.csv,Parking_Lamp_Style_1,Twist
MF_Building_Site_Detail.csv,Parking_Lamp_Style_2,Integrated
MF_Building_Site_Detail.csv,Parking_Lamp_Style_2,Reflector / Flood
MF_Building_Site_Detail.csv,Parking_Lamp_Style_2,Standard A Lamp
MF_Building_Site_Detail.csv,Parking_Lamp_Style_2,T-8
MF_Building_Site_Detail.csv,Parking_Lamp_Style_3,Integrated
MF_Building_Site_Detail.csv,Parking_Lamp_Style_3,Standard A Lamp
MF_Building_Site_Detail.csv,Parking_Lamp_Style_3,T-12
MF_Building_Site_Detail.csv,Parking_Lamp_Style_3,T-8
MF_Building_Site_Detail.csv,Parking_Lamp_Style_4,Straight Tube
MF_Building_Site_Detail.csv,Parking_Lamp_Style_5,T-12
MF_Building_Site_Detail.csv,Parking_Lamp_Type_1,CFL
MF_Building_Site_Detail.csv,Parking_Lamp_Type_1,Fluorescent
MF_Building_Site_Detail.csv,Parking_Lamp_Type_1,Halogen
MF_Building_Site_Detail.csv,Parking_Lamp_Type_1,High Intensity Discharge
MF_Building_Site_Detail.csv,Parking_Lamp_Type_1,Incandescent
MF_Building_Site_Detail.csv,Parking_Lamp_Type_1,LED
MF_Building_Site_Detail.csv,Parking_Lamp_Type_2,Incandescent
MF_Building_Site_Detail.csv,Parking_Lamp_Type_2,LED
MF_Building_Site_Detail.csv,Parking_Lamp_Type_3,Fluorescent
MF_Building_Site_Detail.csv,Parking_Lamp_Type_3,LED
MF_Building_Site_Detail.csv,Parking_Lamp_Type_4,LED
MF_Building_Site_Detail.csv,Parking_Lamp_Type_5,Fluorescent
MF_Building_Site_Detail.csv,Parking_provided,No
MF_Building_Site_Detail.csv,Parking_provided,Yes
MF_Building_Site_Detail.csv,Part_of_MF_complex,No
MF_Building_Site_Detail.csv,Part_of_MF_complex,Yes
MF_Building_Site_Detail.csv,Power_generation_types,Solar / PV System
MF_Building_Site_Detail.csv,Power_generation_types,Fuel Cell System
MF_Building_Site_Detail.csv,Power_generation_types,Micro Hydro System
MF_Building_Site_Detail.csv,Power_generation_types,Solar Thermal System (hot water)
MF_Building_Site_Detail.csv,Power_generation_types,Large Gas Turbine
MF_Building_Site_Detail.csv,Power_generation_types,Micro Gas Turbine
MF_Building_Site_Detail.csv,Power_generation_types,Wind Turbine
MF_Building_Site_Detail.csv,Power_generation_types,Fossil Fuel generator - NOT emergency use ONLY
MF_Building_Site_Detail.csv,Power_generation_types,Other
MF_Building_Site_Detail.csv,Presence_of_power_generation,No
MF_Building_Site_Detail.csv,Presence_of_power_generation,Yes
MF_Building_Site_Detail.csv,State,ID
MF_Building_Site_Detail.csv,State,MT
MF_Building_Site_Detail.csv,State,OR
MF_Building_Site_Detail.csv,State,WA
MF_Building_Site_Detail.csv,Tenant_units_in_building_is_estimated,Estimated
MF_Building_Site_Detail.csv,Tenant_units_in_building_is_estimated,Measured / Known
MF_Building_Site_Detail.csv,Type_of_parking,Parking Lot
MF_Building_Site_Detail.csv,Type_of_parking,Covered Lot
MF_Building_Site_Detail.csv,Type_of_parking,Open Garage
MF_Building_Site_Detail.csv,Type_of_parking,Closed Garage
MF_Building_Site_Detail.csv,Data Collection Type,Partial/Remote Survey
MF_Building_Site_Detail.csv,Data Collection Type,Full Survey
MF_Building_Walls.csv,Wall_Sub_Type,Brick
MF_Building_Walls.csv,Wall_Sub_Type,Concrete Block
MF_Building_Walls.csv,Wall_Sub_Type,Other
MF_Building_Walls.csv,Wall_Sub_Type,Poured Concrete
MF_Building_Walls.csv,Wall_Sub_Type,Stone
MF_Building_Walls.csv,Wall_Sub_Type,Wall to other living space
MF_Building_Walls.csv,Wall_Type,Adiabatic
MF_Building_Walls.csv,Wall_Type,Framed 2x4
MF_Building_Walls.csv,Wall_Type,Framed 2x6
MF_Building_Walls.csv,Wall_Type,ICF
MF_Building_Walls.csv,Wall_Type,Masonry
MF_Building_Walls.csv,Wall_Type,Masonry (Basement)
MF_Building_Walls.csv,Wall_Type,Other
MF_Building_Walls.csv,Wall_Type,Structural Steel
MF_Building_Walls.csv,Data Collection Type,Partial/Remote Survey
MF_Building_Walls.csv,Data Collection Type,Full Survey
MF_Building_WaterHeating.csv,COMMON Converter/Indirect Water Heater,No
MF_Building_WaterHeating.csv,COMMON Converter/Indirect Water Heater,Yes
MF_Building_WaterHeating.csv,COMMON Electric Resistance Boiler,No
MF_Building_WaterHeating.csv,COMMON Electric Resistance Boiler,Yes
MF_Building_WaterHeating.csv,COMMON Electric Resistance Instantaneous,No
MF_Building_WaterHeating.csv,COMMON Electric Resistance Instantaneous,Yes
MF_Building_WaterHeating.csv,COMMON Electric Resistance Storage,No
MF_Building_WaterHeating.csv,COMMON Electric Resistance Storage,Yes
MF_Building_WaterHeating.csv,COMMON Fossil Fuel Condensing Boiler,No
MF_Building_WaterHeating.csv,COMMON Fossil Fuel Condensing Boiler,Yes
MF_Building_WaterHeating.csv,COMMON Fossil Fuel Condensing Instantaneous,No
MF_Building_WaterHeating.csv,COMMON Fossil Fuel Condensing Instantaneous,Yes
MF_Building_WaterHeating.csv,COMMON Fossil Fuel Condensing Storage,No
MF_Building_WaterHeating.csv,COMMON Fossil Fuel Condensing Storage,Yes
MF_Building_WaterHeating.csv,COMMON Fossil Fuel Non-Condensing Boiler,No
MF_Building_WaterHeating.csv,COMMON Fossil Fuel Non-Condensing Boiler,Yes
MF_Building_WaterHeating.csv,COMMON Fossil Fuel Non-Condensing Storage,No
MF_Building_WaterHeating.csv,COMMON Fossil Fuel Non-Condensing Storage,Yes
MF_Building_WaterHeating.csv,COMMON Unknown Boiler,No
MF_Building_WaterHeating.csv,COMMON Unknown Boiler,Yes
MF_Building_WaterHeating.csv,COMMON Unknown Storage,No
MF_Building_WaterHeating.csv,COMMON Unknown Storage,Yes
MF_Building_WaterHeating.csv,COMMON Unknown Water Heating,No
MF_Building_WaterHeating.csv,COMMON Unknown Water Heating,Yes
MF_Building_WaterHeating.csv,Common Areas Have Hot Water,No
MF_Building_WaterHeating.csv,Common Areas Have Hot Water,Yes
MF_Building_WaterHeating.csv,Common Space has Evidence of Natural Gas Service,No
MF_Building_WaterHeating.csv,Common Space has Evidence of Natural Gas Service,Yes
MF_Building_WaterHeating.csv,Common Space has Evidence of Radiant Floor Heating,No
MF_Building_WaterHeating.csv,Common Space has Evidence of Radiant Floor Heating,Yes
MF_Building_WaterHeating.csv,Common Space has Radiators,No
MF_Building_WaterHeating.csv,Common Space has Radiators,Yes
MF_Building_WaterHeating.csv,Hot Water for Common Bathrooms,No
MF_Building_WaterHeating.csv,Hot Water for Common Bathrooms,Yes
MF_Building_WaterHeating.csv,Hot Water for Common Kitchens,No
MF_Building_WaterHeating.csv,Hot Water for Common Kitchens,Yes
MF_Building_WaterHeating.csv,Hot Water for Common Laundry,No
MF_Building_WaterHeating.csv,Hot Water for Common Laundry,Yes
MF_Building_WaterHeating.csv,Remote Observation - Evidence of Radiant Floor,No
MF_Building_WaterHeating.csv,Remote Observation - Evidence of Radiant Floor,Yes
MF_Building_WaterHeating.csv,Remote Observation - Has Evidence of Natural Gas Service,No
MF_Building_WaterHeating.csv,Remote Observation - Has Evidence of Natural Gas Service,Yes
MF_Building_WaterHeating.csv,TENANT Converter/Indirect Water Heater,No
MF_Building_WaterHeating.csv,TENANT Converter/Indirect Water Heater,Yes
MF_Building_WaterHeating.csv,TENANT Electric Resistance Boiler,No
MF_Building_WaterHeating.csv,TENANT Electric Resistance Boiler,Yes
MF_Building_WaterHeating.csv,TENANT Electric Resistance Instantaneous,No
MF_Building_WaterHeating.csv,TENANT Electric Resistance Instantaneous,Yes
MF_Building_WaterHeating.csv,TENANT Electric Resistance Storage,No
MF_Building_WaterHeating.csv,TENANT Electric Resistance Storage,Yes
MF_Building_WaterHeating.csv,TENANT Fossil Fuel Condensing Boiler,No
MF_Building_WaterHeating.csv,TENANT Fossil Fuel Condensing Boiler,Yes
MF_Building_WaterHeating.csv,TENANT Fossil Fuel Condensing Instantaneous,No
MF_Building_WaterHeating.csv,TENANT Fossil Fuel Condensing Instantaneous,Yes
MF_Building_WaterHeating.csv,TENANT Fossil Fuel Condensing Storage,No
MF_Building_WaterHeating.csv,TENANT Fossil Fuel Condensing Storage,Yes
MF_Building_WaterHeating.csv,TENANT Fossil Fuel Non-Condensing Boiler,No
MF_Building_WaterHeating.csv,TENANT Fossil Fuel Non-Condensing Boiler,Yes
MF_Building_WaterHeating.csv,TENANT Fossil Fuel Non-Condensing Storage,No
MF_Building_WaterHeating.csv,TENANT Fossil Fuel Non-Condensing Storage,Yes
MF_Building_WaterHeating.csv,TENANT Unknown Boiler,No
MF_Building_WaterHeating.csv,TENANT Unknown Boiler,Yes
MF_Building_WaterHeating.csv,TENANT Unknown Storage,No
MF_Building_WaterHeating.csv,TENANT Unknown Storage,Yes
MF_Building_WaterHeating.csv,TENANT Unknown Water Heating,No
MF_Building_WaterHeating.csv,TENANT Unknown Water Heating,Yes
MF_Building_WaterHeating.csv,Tenant In-Unit Water Heater Included,No
MF_Building_WaterHeating.csv,Tenant In-Unit Water Heater Included,Yes
MF_Building_WaterHeating.csv,Tenant Space has Evidence of Natural Gas Service,No
MF_Building_WaterHeating.csv,Tenant Space has Evidence of Natural Gas Service,Yes
MF_Building_WaterHeating.csv,Tenant Space has Evidence of Radiant Floor Heating,No
MF_Building_WaterHeating.csv,Tenant Space has Evidence of Radiant Floor Heating,Yes
MF_Building_WaterHeating.csv,Tenant Space has Radiators,No
MF_Building_WaterHeating.csv,Tenant Space has Radiators,Yes
MF_Building_WaterHeating.csv,Tenant Units Have Water Heating Equipment,No
MF_Building_WaterHeating.csv,Tenant Units Have Water Heating Equipment,Yes
MF_Building_WaterHeating.csv,Data Collection Type,Partial/Remote Survey
MF_Building_WaterHeating.csv,Data Collection Type,Full Survey
MF_Building_Windows.csv,Window_Type,Curtain Wall
MF_Building_Windows.csv,Window_Type,Glass Curtain
MF_Building_Windows.csv,Window_Type,Punched Opening
MF_Building_Windows.csv,Window_Type,Store Front
MF_Building_Windows.csv,Data Collection Type,Partial/Remote Survey
MF_Building_Windows.csv,Data Collection Type,Full Survey
