Table,Variable,Position,Units,Variable type,Variable Description / Question Text,2017 Table,2017 Variable,2011 Table,2011 Variable
Envelope_Wall.csv,Wall_Exterior_Insulation_Thickness,27,in.,decimal,Exterior insulation thickness (in.),Envelope_Wall.csv,Wall Exterior Insulation Thickness 1,,
Envelope_Wall.csv,Wall_Exterior_Insulation_Condition,28,,Single Choice selection,Exterior Insulation condition,Envelope_Wall.csv,Wall Exterior Insulation Condition 1,,
Envelope_Wall.csv,Basement_Wall_Area_Sq_Ft_Is_Estimated,29,,Single Choice selection,Basement wall area is estimated?,,,,
Envelope_Wall.csv,Basement_Walls_-_Depth_Below_Grade,30,Feet,decimal,Depth below grade (ft),Envelope_Wall.csv,Basement Walls - Depth Below Grade,,
Envelope_Wall.csv,Wall_Exterior_Insulation_Source,31,,Single Choice selection,Exterior wall insulation condition source,,,,
Envelope_Wall.csv,Wall_Exterior_Insulation_Source_Other,32,,long_text,Other SPECIFY:,,,,
Envelope_Wall.csv,Basement_Walls_-_Height_Above_Grade,33,Feet,decimal,Height above grade (ft),Envelope_Wall.csv,Basement Walls - Height Above Grade,,
Envelope_Wall.csv,Basement_Walls_-_Percent_Below_Grade,34,Percent,decimal,Percent below grade,Envelope_Wall.csv,Basement Walls - Percent Below Grade,,
Envelope_Wall.csv,Wall_Insulation_R-Value,35,R,decimal,Wall Insulation R-Value,Envelope_Wall.csv,Wall Insulation R-Value,Multiple tables,Multiple variables
Envelope_Wall.csv,Wall_Insulation_U-Value,36,U,decimal,Wall Insulation U-Value (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),Envelope_Wall.csv,Wall Insulation U-Value,Multiple tables,Multiple variables
Envelope_Wall.csv,Basement_Walls_-_Additional_U-Value_from_Soil,37,U,decimal,Additional U-Value from Soil (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),Envelope_Wall.csv,Basement Walls - Additional U-Value from Soil,,
Envelope_Wall.csv,Wall_U-Value_for_Heat_Loss_without_Soil,38,U,decimal,Wall U-Value for Heat Loss without Soil (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),Envelope_Wall.csv,Wall U-Value for Heat Loss without Soil,,
Envelope_Wall.csv,Wall_U-Value_for_Heat_Loss_including_Soil,39,U,decimal,Wall U-Value for Heat Loss with Soil (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),Envelope_Wall.csv,Wall U-Value for Heat Loss including Soil,,
Envelope_Wall.csv,Wall_U-Value_for_Heat_Loss,40,U,decimal,Wall U-Value for Heat Loss Calculation (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),,,,
Envelope_Wall.csv,Wall_Heat_Loss_Rate_UA,41,UA,decimal,Wall Heat Loss Rate (UA) (See RBSA 2022 Methods Report for a description of the methods used to estimate this variable),Envelope_Wall.csv,Wall Heat Loss Rate (UA),SFwallua,ua_wall
Lighting_Installed_Fixtures.csv,CK_SiteID,1,,ID,Site ID,Lighting.csv,CK_SiteID,SFlighting,siteid
Lighting_Installed_Fixtures.csv,CK_RoomID,2,,ID,Room ID,Lighting.csv,CK_RoomID,SFlighting,room_it
Lighting_Installed_Fixtures.csv,PK_FixtureID,3,,ID,Fixture ID,Lighting.csv,PK_ApplianceID,SFlighting,fixture_it
Lighting_Installed_Fixtures.csv,Room_Type,4,,Single Choice selection,Room Type,Lighting.csv,Room Type,,
Lighting_Installed_Fixtures.csv,Fixture_Type,5,,Single Choice selection,Fixture Type,Lighting.csv,Fixture Type,SFlighting,LightingFixtureType
Lighting_Installed_Fixtures.csv,Fixture_Type_Other,6,,long_text,Other SPECIFY:,,,,
Lighting_Installed_Fixtures.csv,Fixture_Collected_As_Fixture_Group,7,,Single Choice selection,Was the fixture collected as a group (with different lamp types),,,,
Lighting_Installed_Fixtures.csv,Control_Type,8,,Multiple Choice selection,Switch Type (Choose all that apply),Lighting.csv,Switch Type,SFlighting,LightingFixtureControl
Lighting_Installed_Fixtures.csv,Control_Type_Other,9,,long_text,Other SPECIFY:,,,,
Lighting_Installed_Fixtures.csv,Socket_Type,10,,Single Choice selection,Socket Type,Lighting.csv,Socket Type,,
Lighting_Installed_Fixtures.csv,Socket_Type_Other,11,,long_text,Other SPECIFY:,,,,
Lighting_Installed_Fixtures.csv,Fixture_Quantity,12,,integer,Fixture Quantity,Lighting.csv,Fixture Qty,,
Lighting_Installed_Fixtures.csv,Lamps_Per_Fixture,13,,integer,Number of lamps per fixture,Lighting.csv,Bulbs Per Fixture,SFlighting,LightingLampsPerFixture
Lighting_Installed_Fixtures.csv,Solar_Powered_Fixture,14,,Single Choice selection,Is Exterior Lighting solar-powered?,,,,
Lighting_Installed_Lamps.csv,CK_SiteID,1,,ID,Site ID,Lighting.csv,CK_SiteID,SFlighting,siteid
Lighting_Installed_Lamps.csv,CK_RoomID,2,,ID,Room ID,Lighting.csv,CK_RoomID,SFlighting,room_it
Lighting_Installed_Lamps.csv,PK_FixtureID,3,,ID,Fixture ID,Lighting.csv,PK_ApplianceID,SFlighting,fixture_it
Lighting_Installed_Lamps.csv,Room_Type,4,,Single Choice selection,Room Type,Lighting.csv,Room Type,,
Lighting_Installed_Lamps.csv,Fixture_Type,5,,Single Choice selection,Fixture Type,Lighting.csv,Fixture Type,SFlighting,LightingFixtureType
Lighting_Installed_Lamps.csv,Fixture_Type_Other,6,,long_text,Other SPECIFY:,,,,
Lighting_Installed_Lamps.csv,Control_Type,7,,Multiple Choice selection,Switch Type (Choose all that apply),Lighting.csv,Switch Type,SFlighting,LightingFixtureControl
Lighting_Installed_Lamps.csv,Control_Type_Other,8,,long_text,Other SPECIFY:,,,,
Lighting_Installed_Lamps.csv,Socket_Type,9,,Single Choice selection,Socket Type,Lighting.csv,Socket Type,,
Lighting_Installed_Lamps.csv,Socket_Type_Other,10,,long_text,Other SPECIFY:,,,,
Lighting_Installed_Lamps.csv,Lamp_Type,11,,Multiple Choice selection,Lamp Type,Lighting.csv,Bulb Type,SFlighting,LightingLampType
Lighting_Installed_Lamps.csv,Lamp_Type_Other,12,,long_text,Other SPECIFY:,,,,
Lighting_Installed_Lamps.csv,Lamp_Watts,13,Watts,decimal,Lamp Wattage,Lighting.csv,Wattage,SFlighting,LightingWattsPerLamp
Lighting_Installed_Lamps.csv,Lamp_Style,14,,Single Choice selection,Lamp Style,Lighting.csv,Bulb Style,SFlighting,LightingLampCategory
Lighting_Installed_Lamps.csv,Lamp_Style_Other,15,,long_text,Other SPECIFY:,,,,
Lighting_Installed_Lamps.csv,Lamp_Is_Color,16,,Single Choice selection,Is lamp colored?,,,,
Lighting_Installed_Lamps.csv,Lamp_Temp_Fixed,17,,Single Choice selection,Does the lamp have the ability to change its color (kelvin) temp between warm to daylight ranges?,,,,
Lighting_Installed_Lamps.csv,Lamp_Length_Ft,18,Feet,decimal,Lamp length (ft),Lighting.csv,Fluorescent Length (ft),SFlighting,LightingLampLength
Lighting_Installed_Lamps.csv,Lamp_Length_Ft_Is_Estimated,19,,Single Choice selection,Lamp length is estimated?,,,,
Lighting_Installed_Lamps.csv,Lamp_Quantity,20,,integer,Lamp Quantity,Lighting.csv,Bulbs Per Fixture,SFlighting,LightingLampsPerFixture
Lighting_Installed_Lamps.csv,Solar_Powered_Fixture,21,,Single Choice selection,Is Exterior Lighting solar-powered?,,,,
Lighting_One_Line.csv,CK_SiteID,1,,ID,Site ID,,,,
Lighting_One_Line.csv,Building_Type,2,,Single Choice selection,Building Type,,,,
Lighting_One_Line.csv,Building_Category,3,,Single Choice selection,Building Category,,,,
Lighting_One_Line.csv,City,4,,text,Site City,,,,
Lighting_One_Line.csv,County,5,,Single Choice selection,County,,,,
Lighting_One_Line.csv,State,6,,Single Choice selection,State,,,,
Lighting_One_Line.csv,Zip,7,,text,Zip Code,,,,
Lighting_One_Line.csv,Region_SF_StrataVar,8,,Single Choice selection,BPA Subregion,,,,
Lighting_One_Line.csv,Attached_Detached_SF_StrataVar,9,,Single Choice selection,Single-family weighting variable: attached or detached,,,,
Lighting_One_Line.csv,BPA_SF_StrataVar,10,,Single Choice selection,Single-family weighting variable: BPA electric utility,,,,
Lighting_One_Line.csv,Sample_SF_StrataVar,11,,Single Choice selection,Single-family weighting variable: Core or Oversample,,,,
Lighting_One_Line.csv,NWN_SF_StrataVar,12,,Single Choice selection,Single-family weighting variable: Northwest Natural Gas Service,,,,
Lighting_One_Line.csv,Height_Class_MF_StrataVar,13,,Single Choice selection,Multi-family weighting variable: building height class,,,,
Lighting_One_Line.csv,Strata_Territory,14,,Single Choice selection,Strata Name,,,,
Lighting_One_Line.csv,Site_Case_Weight,15,,decimal,Site weight,,,,
Lighting_One_Line.csv,Strata_Population_Estimate,16,,decimal,Estimate of the strata's population,,,,
Lighting_One_Line.csv,Electric_Utility,17,,Single Choice selection,Electric Utility,,,,
Lighting_One_Line.csv,EIA_Electric_Utility_ID,18,,ID,Electric Utility ID,,,,
Lighting_One_Line.csv,Electric_Utility_BPA,19,,Single Choice selection,BPA utility flag,,,,
Lighting_One_Line.csv,Gas_Utility,20,,Single Choice selection,Gas Utility,,,,
Lighting_One_Line.csv,Conditioned_Area,21,Sq ft,decimal,Conditioned Area of home,,,,
Lighting_One_Line.csv,Conditioned_Volume,22,Cu ft,decimal,Home volume,,,,
Lighting_One_Line.csv,Qty_Rooms,23,,integer,Number of rooms,,,,
Lighting_One_Line.csv,Qty_Bedrooms,24,,integer,Number of bedrooms,,,,
Lighting_One_Line.csv,Qty_Bathrooms,25,,decimal,Number of bathrooms,,,,
Lighting_One_Line.csv,Cooling_Zone,26,,integer,Cooling Zone (based on RTF cooling zone assignments),,,,
Lighting_One_Line.csv,Heating_Zone,27,,integer,Heating Zone (based on RTF heating zone assignments),,,,
Lighting_One_Line.csv,Home_Vintage,28,,integer,Home vintage,,,,
Lighting_One_Line.csv,Ownership,29,,Single Choice selection,Do You Rent or Own this home?,,,,
Lighting_One_Line.csv,Qty_Occupants,30,,integer,Number of occupants,,,,
Lighting_One_Line.csv,Qty_Installed_CFL_Lamps,31,,integer,Count of ____,,,,
Lighting_One_Line.csv,Qty_Installed_LED_Lamps,32,,integer,Count of ____,,,,
Lighting_One_Line.csv,Qty_Installed_Incandescent_Lamps,33,,integer,Count of ____,,,,
Lighting_One_Line.csv,Qty_Installed_Halogen_Lamps,34,,integer,Count of ____,,,,
Lighting_One_Line.csv,Qty_Installed_Linear_Fluor._Lamps,35,,integer,Count of ____,,,,
Lighting_One_Line.csv,Qty_Installed_Unknown_Lamps,36,,integer,Count of ____,,,,
Lighting_One_Line.csv,Qty_Installed_Other_Lamps,37,,integer,Count of ____,,,,
Lighting_One_Line.csv,Total_Installed_Lamps,38,,integer,Count of ____,,,,
Lighting_One_Line.csv,Qty_Stored_CFL_Lamps,39,,integer,Count of ____,,,,
Lighting_One_Line.csv,Qty_Stored_LED_Lamps,40,,integer,Count of ____,,,,
Lighting_One_Line.csv,Qty_Stored_Incandescent_Lamps,41,,integer,Count of ____,,,,
Lighting_One_Line.csv,Qty_Stored_Halogen_Lamps,42,,integer,Count of ____,,,,
Lighting_One_Line.csv,Qty_Stored_Linear_Fluor._Lamps,43,,integer,Count of ____,,,,
Lighting_One_Line.csv,Qty_Stored_Unknown_Lamps,44,,integer,Count of ____,,,,
Lighting_One_Line.csv,Qty_Stored_Other_Lamps,45,,integer,Count of ____,,,,
Lighting_One_Line.csv,Total_Stored_Lamps,46,,integer,Count of ____,,,,
Lighting_Storage.csv,CK_SiteID,1,,ID,Site ID,,,,
Lighting_Storage.csv,Socket_Type,2,,Single Choice selection,Socket Type,,,,
Lighting_Storage.csv,Socket_Type_Other,3,,long_text,Other SPECIFY:,,,,
Lighting_Storage.csv,Lamp_Type,4,,Single Choice selection,lamp Type,,,,
Lighting_Storage.csv,Lamp_Type_Other,5,,long_text,Other SPECIFY:,,,,
Lighting_Storage.csv,Lamp_Style,6,,Single Choice selection,lamp Style,,,,
Lighting_Storage.csv,Lamp_Quantity,7,,integer,Number of lamps in storage of this type,,,,
Lighting_Storage.csv,Lamp_Watts,8,Watts,decimal,lamp Watts,,,,
Lighting_Storage.csv,Lamp_Is_Color,9,,Single Choice selection,Is lamp colored?,,,,
Lighting_Storage.csv,Lamp_Temp_Fixed,10,kelvin,Single Choice selection,Does the lamp have the ability to change its color (kelvin) temp between warm to daylight ranges?,,,,
Mechanical_BathroomVent.csv,CK_SiteID,1,,ID,Site ID,Mechanical_BathroomVent.csv,CK_SiteID,SFventilation,siteid
Mechanical_BathroomVent.csv,PK_Mechanical_ID,2,,ID,Mechanical ID,Mechanical_BathroomVent.csv,PK_Mechanical_ID,SFventilation,vent_it
Mechanical_BathroomVent.csv,Ventilation_Grade,3,,Single Choice selection,Equipment Grade,"Mechanical_BathroomVent.csv	",Ventilation Grade,,
Mechanical_BathroomVent.csv,Ventilation_Working,4,,Single Choice selection,Working,Mechanical_BathroomVent.csv,Ventilation Working,SFventilation,VentWorking
Mechanical_BathroomVent.csv,Ventilation_Controls,5,,Single Choice selection,Controls,Mechanical_BathroomVent.csv,Ventilation Controls,SFventilation,VentControls
Mechanical_BathroomVent.csv,Ventilation_Use,6,Hours per day,decimal,Hours per day,"Mechanical_BathroomVent.csv	",Ventilation Use,SFventilation,VentHours
Mechanical_CentralVent.csv,CK_SiteID,1,,ID,Site ID,Mechanical_CentralVent.csv,CK_SiteID,SFventilation,siteid
Mechanical_CentralVent.csv,PK_Mechanical_ID,2,,ID,Mechanical ID,Mechanical_CentralVent.csv,PK_Mechanical_ID,SFventilation,vent_it
Mechanical_CentralVent.csv,Ventilation_Grade,3,,Single Choice selection,Equipment Grade,Mechanical_CentralVent.csv,Ventilation Grade,,
Mechanical_CentralVent.csv,Ventilation_Type,4,,Single Choice selection,Equipment Type,Mechanical_CentralVent.csv,Ventilation Type,SFventilation,VentType
Mechanical_CentralVent.csv,Ventilation_Working,5,,Single Choice selection,Working,Mechanical_CentralVent.csv,Ventilation Working,SFventilation,VentWorking
Mechanical_CentralVent.csv,Ventilation_Controls,6,,Single Choice selection,Controls,Mechanical_CentralVent.csv,Ventilation Controls,SFventilation,VentControls
Mechanical_CentralVent.csv,Ventilation_Use,7,Hours per day,decimal,Hours per day,Mechanical_CentralVent.csv,Ventilation Use,SFventilation,VentHours
Mechanical_CentralVent.csv,Ventilation_With_Return,8,,Single Choice selection,Central vent with return?,,,,
Mechanical_CirculatorPump.csv,CK_SiteID,1,,ID,Site ID,,,,
Mechanical_CirculatorPump.csv,PK_Mechanical_ID,2,,ID,Mechanical ID,,,,
Mechanical_CirculatorPump.csv,Make,3,,text,Make,,,,
Mechanical_CirculatorPump.csv,Model,4,,long_text,Model,,,,
Mechanical_CirculatorPump.csv,Horsepower,5,HP,decimal,Circulator Pump Horsepower,,,,
Mechanical_CirculatorPump.csv,Control_Type,6,,Single Choice selection,Circulator Pump Control Type,,,,
Mechanical_CirculatorPump.csv,Control_Type_Other,7,,long_text,Other SPECIFY:,,,,
Mechanical_ERV_HRV.csv,CK_SiteID,1,,ID,Site ID,Mechanical_ERV_HRV.csv,CK_SiteID,SFventilation,siteid
Mechanical_ERV_HRV.csv,PK_Mechanical_ID,2,,ID,Mechanical ID,Mechanical_ERV_HRV.csv,PK_Mechanical_ID,SFventilation,vent_it
Mechanical_ERV_HRV.csv,System_Type,3,,Single Choice selection,Equipment Type,Mechanical_ERV_HRV.csv,System Type,SFventilation,VentType
Mechanical_ERV_HRV.csv,Ventilation_Make,4,,text,Manufacturer,Mechanical_ERV_HRV.csv,Ventilation Make,SFventilation,VentWorking
Mechanical_ERV_HRV.csv,Ventilation_Model,5,,long_text,Model,Mechanical_ERV_HRV.csv,Ventilation Model,SFventilation,VentControls
Mechanical_ERV_HRV.csv,Ventilation_Working,6,,Single Choice selection,Working,Mechanical_ERV_HRV.csv,Ventilation Working,SFventilation,VentHours
Mechanical_ERV_HRV.csv,Ventilation_Controls,7,,Single Choice selection,Controls,Mechanical_ERV_HRV.csv,Ventilation Controls,,
Mechanical_ERV_HRV.csv,Ventilation_Use,8,Hours per day,decimal,Hours per day,Mechanical_ERV_HRV.csv,Ventilation Use,,
Mechanical_HeatingAndCooling.csv,CK_SiteID,1,,ID,Site ID,Mechanical_Cooling.csv; Mechanical_Heating.csv,CK_SiteID,HVACcooling; HVACheating,siteid
Mechanical_HeatingAndCooling.csv,CK_RoomID,2,,ID,Room ID,Mechanical_Cooling.csv; Mechanical_Heating.csv,CK_RoomID,,
Mechanical_HeatingAndCooling.csv,PK_Mechanical_ID,3,,ID,Mechanical ID,Mechanical_Cooling.csv; Mechanical_Heating.csv,PK_Mechanical_ID,,
Mechanical_HeatingAndCooling.csv,System_Type,4,,Single Choice selection,HVAC System Type,Mechanical_Cooling.csv; Mechanical_Heating.csv,System Type,HVACcooling; HVACheating,HVACType
Mechanical_HeatingAndCooling.csv,Known_to_be_Variable_Speed,5,,Single Choice selection,Is the system known to be variable speed?,Mechanical_Cooling.csv; Mechanical_Heating.csv,System Sub-Type,,
Mechanical_HeatingAndCooling.csv,Provides_Heating,6,,Single Choice selection,Does the HVAC system provide heating?,,,,
Mechanical_HeatingAndCooling.csv,Provides_Cooling,7,,Single Choice selection,Does the HVAC system provide cooling?,,,,
Mechanical_HeatingAndCooling.csv,Primary_Heating_System_SelfReport,8,,Single Choice selection,Is Primary Heating?,Mechanical_Heating.csv,Primary Heating System,HVACheating,HVACPrimary
Mechanical_HeatingAndCooling.csv,Primary_Heating_System_Prescribed,9,,Single Choice selection,Is this the primary heating system (based on the prescribed approach)?,Mechanical_Heating.csv,Primary Heating System,HVACheating,HVACPrimary
Mechanical_HeatingAndCooling.csv,Primary_Cooling_System_SelfReport,10,,Single Choice selection,Is Primary Cooling?,Mechanical_Cooling.csv,Primary Cooling System,HVACcooling,HVACPrimaryCooling
Mechanical_HeatingAndCooling.csv,Primary_Cooling_System_Prescribed,11,,Single Choice selection,Is this the primary cooling system (based on the prescribed approach)?,Mechanical_Cooling.csv,Primary Cooling System,HVACcooling,HVACPrimaryCooling
Mechanical_HeatingAndCooling.csv,Central_System_Number,12,,Single Choice selection,HVAC Central System Number,Mechanical_Cooling.csv,Component 1,,
Mechanical_HeatingAndCooling.csv,Mini_Split_System_Number,13,,Single Choice selection,HVAC Mini-split System Number,,,,
Mechanical_HeatingAndCooling.csv,Fuel,14,,Single Choice selection,Heating Fuel Type,Mechanical_Heating.csv,Heating Fuel,HVACheating,HVACFuel
Mechanical_HeatingAndCooling.csv,Distribution_Type,15,,Single Choice selection,Distribution Type,Mechanical_Cooling.csv,Distribution Type,HVACheating,HVACDistribution
Mechanical_HeatingAndCooling.csv,Mini_Split_Has_Ducts,16,,Single Choice selection,Are there ducts associated with this mini-split system?,,,,
Mechanical_HeatingAndCooling.csv,Ducted_Mini_Split_Rooms_Served,17,,text,Room 01 Served,Mechanical_Cooling.csv,DMSHP Room 2,,
Mechanical_HeatingAndCooling.csv,Mini_Split_is_Multihead,18,,Single Choice selection,Multihead System for Mini-Split (exterior)?,Mechanical_Cooling.csv; Mechanical_Heating.csv,Qty Ductless Heads,,
Mechanical_HeatingAndCooling.csv,Control_Type,19,,Single Choice selection,Controls,Mechanical_Cooling.csv,Control Type,HVACcooling; HVACheating,HVACControls
Mechanical_HeatingAndCooling.csv,Zones_Served,20,,Single Choice selection,Zones Served,Mechanical_Cooling.csv,Zones Served,,
Mechanical_HeatingAndCooling.csv,Zones_Served_Other,21,,long_text,Other SPECIFY:,,,,
Mechanical_HeatingAndCooling.csv,Make,22,,text,Make,Mechanical_Cooling.csv,Component 1 Make,HVACcooling; HVACheating,HVACManu
