"SiteID","RoomID","ApplianceID","Type","Make","Model","Vintage","Serial","Energy_Star","Programmed","Thermostat_Wifi_Controls_Used","System_Controlled","Room_Type"
"SITE_1318","ROOM_2651","APPL_22675","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1318","ROOM_25578","APPL_156074","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1318","ROOM_32746","APPL_128866","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Family Room"
"SITE_1318","ROOM_25368","APPL_44584","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1319","ROOM_22318","APPL_157088","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1319","ROOM_42611","APPL_57813","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1319","ROOM_40533","APPL_8992","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1319","ROOM_25947","APPL_140202","Manual thermostat - Analog","King","M601","2009","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_132","ROOM_44813","APPL_55978","Programmable thermostat","Mitsubishi","UNKNOWN","2020","UNKNOWN","Yes","Unknown",NA,"Zonal System","Bedroom"
"SITE_1320","ROOM_30621","APPL_133629","Programmable thermostat","Honeywell","PRO SERIES","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
"SITE_1321","ROOM_3689","APPL_37838","Programmable thermostat","Honeywell","TH8320U1008","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1322","ROOM_3075","APPL_11488","Wi-Fi enabled thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes","Unknown","Central System","Kitchen"
"SITE_1324","ROOM_10867","APPL_45989","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_1326","ROOM_11524","APPL_98042","Manual thermostat - Digital","Honeywell","TH5110D1006","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_1327","ROOM_22449","APPL_39860","Smart thermostat","Ecobee","SMARTTHERMOSTAT WITH VOICE CONTROL","2021","5217547146","No","Yes","Yes","Zonal System","Entry/Entryway"
"SITE_1327","ROOM_14357","APPL_152210","Programmable thermostat","Robert Shaw","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Family Room"
"SITE_1328","ROOM_19527","APPL_84947","Programmable thermostat","Trane","XT500C","Unknown","UNKNOWN","No","Unknown",NA,"Central System","Hallway"
"SITE_1329","ROOM_30049","APPL_163502","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_133","ROOM_30285","APPL_145184","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Dining Room"
"SITE_1330","ROOM_11036","APPL_98653","Programmable thermostat","Mitsubishi","MRCH2","Unknown","2106LBL003860","No","Unknown",NA,"Zonal System","Hallway"
"SITE_1330","ROOM_11036","APPL_146972","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Unknown",NA,"Central System","Hallway"
"SITE_1330","ROOM_10638","APPL_40330","Programmable thermostat","Unknown","MRCH2","Unknown","2024LBL001854","No","Unknown",NA,"Zonal System","Living Room"
"SITE_1330","ROOM_29597","APPL_165260","Manual thermostat - Analog","White Rodgers","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1331","ROOM_45118","APPL_5227","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1331","ROOM_1761","APPL_33478","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Unknown","Bathroom"
"SITE_1331","ROOM_24602","APPL_98535","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1331","ROOM_12931","APPL_165560","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1331","ROOM_21402","APPL_91869","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Dining Room"
"SITE_1331","ROOM_36606","APPL_139864","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_1331","ROOM_8047","APPL_174558","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1331","ROOM_3801","APPL_27151","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1331","ROOM_42155","APPL_134148","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Office"
"SITE_1332","ROOM_8573","APPL_7591","Smart thermostat","Lennox","104513-01","Unknown","A218L05632","No","Yes","No","Central System","Hallway"
"SITE_1333","ROOM_39085","APPL_123932","Programmable thermostat","Honeywell","TH832181001","2021","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1334","ROOM_27681","APPL_30853","Wi-Fi enabled thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes","Yes","Central System","Living Room"
"SITE_1335","ROOM_15749","APPL_65509","Programmable thermostat","Venstar","T1800","Unknown","UNKNOWN","No","No",NA,"Central System","Hallway"
"SITE_1336","ROOM_14063","APPL_56514","Programmable thermostat","LuxPro","UNKNOWN","Unknown","UNKNOWN","Yes","Yes",NA,"Central System","Kitchen"
"SITE_1337","ROOM_40058","APPL_23228","Smart/Wi-Fi thermostat","Trane","UNKNOWN","Unknown","UNKNOWN","No","Yes","Yes","Central System","Hallway"
"SITE_1338","ROOM_35614","APPL_57906","Manual thermostat - Analog","Electic Heat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1338","ROOM_41240","APPL_30899","Manual thermostat - Digital","Carrier","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Dining Room"
"SITE_1339","ROOM_5086","APPL_43825","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1339","ROOM_4259","APPL_24674","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1339","ROOM_20976","APPL_84112","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Laundry"
"SITE_1339","ROOM_28686","APPL_153727","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1340","ROOM_9759","APPL_170271","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_1341","ROOM_36899","APPL_62134","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Office"
"SITE_1341","ROOM_17477","APPL_111055","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_1341","ROOM_17025","APPL_34767","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1341","ROOM_30094","APPL_99514","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1341","ROOM_18100","APPL_127229","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1342","ROOM_30608","APPL_113324","Wi-Fi enabled thermostat","Honeywell","TH8321WF1001","2018","UNKNOWN","No","Yes","Yes","Central System","Living Room"
"SITE_1343","ROOM_44640","APPL_84149","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Hallway"
"SITE_1343","ROOM_36090","APPL_103860","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Entry/Entryway"
"SITE_1343","ROOM_16299","APPL_97174","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1343","ROOM_26883","APPL_43434","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1343","ROOM_16047","APPL_163784","Programmable thermostat","Unknown","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Bathroom"
"SITE_1343","ROOM_26669","APPL_121405","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1343","ROOM_40359","APPL_161320","Programmable thermostat","Unknown","UNKNOWN","Unknown","UNKNOWN","No","Unknown",NA,"Zonal System","Bathroom"
"SITE_1343","ROOM_38227","APPL_69975","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Dining Room"
"SITE_1343","ROOM_17507","APPL_112786","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Kitchen"
"SITE_1343","ROOM_10680","APPL_35440","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Unknown",NA,"Zonal System","Laundry"
"SITE_1343","ROOM_24064","APPL_74741","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1343","ROOM_21076","APPL_5418","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1343","ROOM_7385","APPL_62601","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Other"
"SITE_1344","ROOM_20252","APPL_70461","Wi-Fi enabled thermostat","Honeywell","RTH9585WF1004GG1","Unknown","UNKNOWN","No","Yes","Yes","Central System","Hallway"
"SITE_1345","ROOM_24661","APPL_87981","Manual thermostat - Digital","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Kitchen"
"SITE_1346","ROOM_41933","APPL_146713","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1346","ROOM_45844","APPL_42495","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1346","ROOM_15296","APPL_65424","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1346","ROOM_24472","APPL_127717","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1346","ROOM_7116","APPL_155143","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_1347","ROOM_4953","APPL_6156","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Yes","Unknown",NA,"Central System","Living Room"
"SITE_1348","ROOM_14377","APPL_157419","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1348","ROOM_30787","APPL_170025","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Dining Room"
"SITE_1348","ROOM_25439","APPL_7538","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1348","ROOM_20479","APPL_161912","Manual thermostat - Analog","Mears","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1348","ROOM_27602","APPL_76742","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1349","ROOM_17958","APPL_130960","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1349","ROOM_43652","APPL_139446","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1349","ROOM_13623","APPL_155803","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1349","ROOM_24937","APPL_87809","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1349","ROOM_297","APPL_64898","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1349","ROOM_20937","APPL_60998","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_135","ROOM_42999","APPL_103163","Manual thermostat - Analog","Honeywell","UNKNOWN","1970","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_135","ROOM_35269","APPL_112807","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_135","ROOM_5744","APPL_153619","Manual thermostat - Analog","Cadet","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1350","ROOM_32278","APPL_147263","Manual thermostat - Analog","Cadet","T522","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1350","ROOM_13548","APPL_924","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1350","ROOM_43090","APPL_160385","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1350","ROOM_43090","APPL_94474","Programmable thermostat","Lux","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_1350","ROOM_13592","APPL_24583","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Basement"
"SITE_1351","ROOM_823","APPL_140051","Manual thermostat - Digital","SunTouch","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Kitchen"
"SITE_1351","ROOM_28647","APPL_160024","Wi-Fi enabled thermostat","Honeywell","TH8321WF1001","Unknown","UNKNOWN","No","Yes","Yes","Central System","Entry/Entryway"
"SITE_1352","ROOM_34459","APPL_77159","Additional Thermostat Temperature Sensor","Google Nest","NEST","Unknown","UNKNOWN","No",NA,NA,"Unknown","Bedroom"
"SITE_1352","ROOM_520","APPL_70769","Manual thermostat - Digital","SunTouch","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1352","ROOM_28928","APPL_168078","Smart thermostat","Google Nest","BACKPLATE-5.3","Unknown","09DA01AC34160314","No","Yes","Yes","Central System","Hallway"
"SITE_1353","ROOM_38463","APPL_61119","Smart thermostat","Google Nest","NEST","Unknown","UNKNOWN","No","Yes","Yes","Central System","Living Room"
"SITE_1354","ROOM_5450","APPL_131581","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Yes","Yes",NA,"Central System","Entry/Entryway"
"SITE_1355","ROOM_24807","APPL_158627","Programmable thermostat","American Standard","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Living Room"
"SITE_1356","ROOM_24839","APPL_34691","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_1357","ROOM_2859","APPL_119847","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Unknown",NA,"Central System","Hallway"
"SITE_1357","ROOM_2859","APPL_107108","Manual thermostat - Digital","General Electric","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_1358","ROOM_37026","APPL_83491","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1359","ROOM_36201","APPL_125579","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_136","ROOM_5063","APPL_133312","Programmable thermostat","Honeywell","TH8320R1003","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1360","ROOM_37869","APPL_56262","Manual thermostat - Digital","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Bathroom"
"SITE_1361","ROOM_1233","APPL_129092","Manual thermostat - Analog","Honeywell","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Living Room"
"SITE_1361","ROOM_20751","APPL_147368","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Office"
"SITE_1361","ROOM_37314","APPL_62005","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Laundry"
"SITE_1364","ROOM_8469","APPL_87000","Programmable thermostat","3M","FILTRETE","Unknown","UNKNOWN","No","Yes",NA,"Central System","Hallway"
"SITE_1365","ROOM_37061","APPL_119793","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1365","ROOM_14517","APPL_159146","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1366","ROOM_3482","APPL_28454","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1366","ROOM_1288","APPL_30418","Smart thermostat","Google Nest","NEST 5.4","Unknown","09DA02AC05210NN9","No","No","Yes","Central System","Living Room"
"SITE_1366","ROOM_42224","APPL_148605","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1366","ROOM_23760","APPL_57103","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Family Room"
"SITE_1367","ROOM_13573","APPL_25657","Manual thermostat - Digital","Carrier","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Central System","Hallway"
"SITE_1367","ROOM_12343","APPL_128154","Manual thermostat - Analog","Electic Heat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Basement"
"SITE_1368","ROOM_29505","APPL_85903","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","Unknown","Yes",NA,"Central System","Hallway"
"SITE_1369","ROOM_39436","APPL_106506","Manual thermostat - Analog","Electic Heat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1369","ROOM_40030","APPL_101789","Manual thermostat - Analog","Electic Heat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1369","ROOM_10549","APPL_42920","Manual thermostat - Analog","Electic Heat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_137","ROOM_46106","APPL_93710","Programmable thermostat","Honeywell","CHRONOTHERM III","Unknown","UNKNOWN","No","Yes",NA,"Central System","Kitchen"
"SITE_1370","ROOM_10230","APPL_72312","Smart/Wi-Fi thermostat","Honeywell","RTH9590WF1011BB2","Unknown","UNKNOWN","No","Yes","No","Central System","Hallway"
"SITE_1371","ROOM_8212","APPL_44040","Manual thermostat - Analog","Electic Heat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1371","ROOM_17107","APPL_85002","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1371","ROOM_1064","APPL_54076","Manual thermostat - Analog","Electic Heat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Laundry"
"SITE_1371","ROOM_27936","APPL_100839","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1371","ROOM_7980","APPL_10236","Manual thermostat - Analog","Unknown","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1371","ROOM_23793","APPL_42049","Manual thermostat - Analog","Electic Heat","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1372","ROOM_6359","APPL_97531","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Living Room"
"SITE_1372","ROOM_33973","APPL_126655","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1372","ROOM_25001","APPL_84355","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Dining Room"
"SITE_1372","ROOM_32263","APPL_154073","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Hallway"
"SITE_1372","ROOM_9906","APPL_163135","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bathroom"
"SITE_1372","ROOM_490","APPL_164922","Manual thermostat - Analog","King","UNKNOWN","Unknown","UNKNOWN","No",NA,NA,"Zonal System","Bedroom"
"SITE_1373","ROOM_20445","APPL_171160","Programmable thermostat","Laticrete","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Bathroom"
"SITE_1373","ROOM_24620","APPL_125494","Programmable thermostat","Honeywell","UNKNOWN","Unknown","UNKNOWN","No","Yes",NA,"Zonal System","Bedroom"
