"SiteID","RoomID","ApplianceID","Type","Make","Make_Other","Model","Refrigerator_Freezer_Missing_Model_Reason","Vintage","Serial","Energy_Star","Wifi_Enabled","Primary","Size_Cubic_Feet","Size_Is_Estimated","Percent_of_Year_Used","Door_in_Door","Integrated_Screen","Icemaker_Present","Icemaker_type","Icemaker_Working","Room_Type"
"SITE_641","ROOM_4209","APPL_49310","Side by Side Refrigerator/Freezer","Frigidaire",NA,"FS22ZRG",NA,"Unknown","Unknown","No","No","No","25","Measured or Known","100","No","No","Yes","Through door","Yes","Garage"
"SITE_641","ROOM_4209","APPL_163623","Chest Freezer","Kenmore",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_642","ROOM_30071","APPL_80102","R/F Bottom Freezer","Whirlpool",NA,"WRB322DMBM01",NA,"Unknown","KX1219877","No","No","Yes","25","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_642","ROOM_30999","APPL_47600","Chest Freezer","Whirlpool",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","Unknown","No","No","5.5","Measured or Known","100",NA,"No","No",NA,NA,"Basement"
"SITE_643","ROOM_42442","APPL_28517","Chest Freezer","HiSense",NA,"FC72D6BWE",NA,"2015","Unknown","Unknown","No","No","7","Estimated","100",NA,"No","No",NA,NA,"Garage"
"SITE_643","ROOM_20880","APPL_63576","R/F Bottom Freezer","General Electric",NA,"PFE28KSKKSS",NA,"2019","AM514360","Yes","No","Yes","28","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_643","ROOM_42442","APPL_6639","Unknown","General Electric",NA,"GSS25SGPESS",NA,"2016","AG210471","Unknown","No","No","25","Measured or Known","100","No","No","Yes","Through door","Unknown","Garage"
"SITE_644","ROOM_45548","APPL_132154","R/F Bottom Freezer","Maytag",NA,"MBF2258XEW4",NA,"Unknown","K22409243","Unknown","No","Yes","22","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_645","ROOM_16900","APPL_17885","R/F Top Freezer","Kenmore",NA,"#25362622013",NA,"2012","BA23317341","No","No","No","18","Measured or Known","100","No","No","No",NA,NA,"Garage"
"SITE_645","ROOM_27354","APPL_13714","Side by Side Refrigerator/Freezer","LG",NA,"LRSC26915SW",NA,"Unknown","504KRHX02177","No","No","Yes","25","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_645","ROOM_16900","APPL_13851","Chest Freezer","Kenmore",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","6.5","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_645","ROOM_27354","APPL_134940","Mini-Fridge","Danby",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","3.4","Measured or Known","100",NA,"No","No",NA,NA,"Kitchen"
"SITE_646","ROOM_41552","APPL_57003","Side by Side Refrigerator/Freezer","General Electric",NA,"GSE26HSEBHSS",NA,"Unknown","SA416030","No","No","Yes","37","Measured or Known","100","No","No","Yes","Through door","Unknown","Kitchen"
"SITE_647","ROOM_22558","APPL_67326","R/F Bottom Freezer","Kenmore",NA,"#11173045610",NA,"Unknown","#KE16XE05090920","Yes","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","No","Kitchen"
"SITE_648","ROOM_16666","APPL_73442","R/F Bottom Freezer","Kenmore",NA,"2537041341C",NA,"2017","4A74309577","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_648","ROOM_30923","APPL_4650","R/F Top Freezer","General Electric",NA,"TBX21ZAXERAA",NA,"Unknown","TM516941","No","No","No","Unknown",NA,"100","No","No","No",NA,NA,"Garage"
"SITE_648","ROOM_22908","APPL_133549","Mini-Fridge","Sanyo",NA,"Unknown","Unknown","Unknown","Unknown","No","No","No","4","Estimated","100",NA,"No","No",NA,NA,"Family Room"
"SITE_649","ROOM_20324","APPL_163571","Side by Side w/ Bottom Freezer","LG",NA,"LFX25974ST/07",NA,"2017","712TRPT18264","No","No","Yes","30","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_649","ROOM_926","APPL_123838","R/F Top Freezer","General Electric",NA,"Unknown","Unknown","Unknown","Unknown","No","No","No","30","Measured or Known","100","No","No","No",NA,NA,"Garage"
"SITE_649","ROOM_926","APPL_142008","Chest Freezer","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","15","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_649","ROOM_46798","APPL_146560","Mini-Fridge","Unknown",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","20","Estimated","100",NA,"No","No",NA,NA,"Basement"
"SITE_65","ROOM_37265","APPL_71139","Side by Side w/ Bottom Freezer","Whirlpool",NA,"GX5FHDXVYOO",NA,"Unknown","KY3386356","No","No","Yes","22","Estimated","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_650","ROOM_7766","APPL_141305","Upright Full Size Single Freezer Only","Kenmore",NA,"#25321211101",NA,"2002","WB22538281","No","No","No","12","Measured or Known","100",NA,"No","No",NA,NA,"Laundry"
"SITE_650","ROOM_36766","APPL_81836","Side by Side Refrigerator/Freezer","Frigidaire",NA,"FRS6L9EFSS2",NA,"2006","4A62013673","No","No","Yes","25.9","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_650","ROOM_7766","APPL_102197","R/F Top Freezer","Admiral",NA,"HMG191450",NA,"Unknown","12923508MS","No","No","No","23","Measured or Known","100","No","No","Yes","In freezer","Unknown","Laundry"
"SITE_651","ROOM_34776","APPL_135648","R/F Top Freezer","Frigidaire",NA,"FFTR1514QW4",NA,"Unknown","BA52304768","No","No","No","18.4","Measured or Known","100","No","No","No",NA,NA,"Garage"
"SITE_651","ROOM_34776","APPL_63701","Upright Full Size Single Freezer Only","Unknown",NA,"FFFU14M1QWD",NA,"Unknown","WB52234288","No","No","No","13.3","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_651","ROOM_1687","APPL_165206","Side by Side Refrigerator/Freezer","Sub-Zero",NA,"BI-48SD/S/TH",NA,"Unknown","F2914136","No","No","Yes","30.4","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_652","ROOM_33495","APPL_172094","Side by Side w/ Bottom Freezer","Samsung",NA,"RF28JBEDSG",NA,"Unknown","07Y743BK301987V","Unknown","No","Yes","Unknown",NA,"100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_653","ROOM_39815","APPL_124876","Side by Side w/ Bottom Freezer","KitchenAid",NA,"KBFS25EWLH9",NA,"Unknown","K30315687","No","No","Yes","24.6","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_654","ROOM_19842","APPL_132765","R/F Top Freezer","Kenmore",NA,"#1069758613",NA,"1995","#EE3845888","No","No","Yes","Unknown",NA,"100","No","No","Unknown",NA,NA,"Kitchen"
"SITE_655","ROOM_14907","APPL_102370","R/F Top Freezer","General Electric",NA,"GTS18EBMFRWW",NA,"2015","MF736260","No","No","Unknown","18","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_655","ROOM_45280","APPL_10151","Upright Full Size Single Freezer Only","III Woods",NA,"V17NAB",NA,"2020","01838419LJ","Unknown","No","No","18","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_656","ROOM_20511","APPL_165458","R/F Top Freezer","Whirlpool",NA,"WRT318FZDM05",NA,"Unknown","VSX1157572","No","No","Yes","22.2","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_656","ROOM_31390","APPL_109076","Chest Freezer","Maytag",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","Unknown","No","Yes","15.3","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_657","ROOM_35169","APPL_90329","Side by Side w/ Bottom Freezer","LG",NA,"LFC22770SW/02",NA,"2017","708MRGC15887","No","No","Yes","45","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_658","ROOM_3305","APPL_100225","R/F Bottom Freezer","Amana",NA,"BR22TE",NA,"Unknown","#9702109265","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","No","Kitchen"
"SITE_658","ROOM_36858","APPL_154553","Upright Full Size Single Freezer Only","Electrolux",NA,"LEFH17F3QWA",NA,"Unknown","WB60257518","Unknown","No","No","17","Measured or Known","100",NA,"No","No",NA,NA,"Outbuilding / Addition"
"SITE_658","ROOM_36858","APPL_55475","R/F Top Freezer","General Electric",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","12","Measured or Known","100","No","No","No",NA,NA,"Outbuilding / Addition"
"SITE_658","ROOM_36858","APPL_64350","Chest Freezer","Unknown",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","9","Measured or Known","100",NA,"No","No",NA,NA,"Outbuilding / Addition"
"SITE_659","ROOM_17472","APPL_74369","R/F Top Freezer","Whirlpool",NA,"WRT318FZDB01",NA,"2016","VS61294315","No","No","Yes","21","Measured or Known","100","No","No","No",NA,NA,"Basement"
"SITE_659","ROOM_9252","APPL_10448","R/F Bottom Freezer","Amana",NA,"ABB1924DEW",NA,"Unknown","10733521EV","No","No","Yes","19","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_659","ROOM_17472","APPL_82404","Chest Freezer","Amana",NA,"AQC0501GRW00",NA,"Unknown","TA70702651","No","No","No","4.6","Measured or Known","100",NA,"No","No",NA,NA,"Basement"
"SITE_66","ROOM_28387","APPL_67433","R/F Top Freezer","Whirlpool",NA,"ET20PKXAW00",NA,"1992","EB5216093","No","No","No","18.2","Measured or Known","100","No","No","No",NA,NA,"Garage"
"SITE_66","ROOM_21412","APPL_730","R/F Bottom Freezer","Whirlpool",NA,"MFF2558VEM4",NA,"Unknown","K01670765","No","No","Yes","25.2","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_660","ROOM_25956","APPL_45241","Side by Side Refrigerator/Freezer","Kenmore",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","Yes","20","Estimated","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_660","ROOM_15556","APPL_3452","R/F Top Freezer","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","20","Estimated","100","No","No","No",NA,NA,"Garage"
"SITE_660","ROOM_15556","APPL_51913","R/F Top Freezer","Sears",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","14","Estimated","100","No","No","No",NA,NA,"Garage"
"SITE_660","ROOM_46565","APPL_155759","Upright Full Size Single Freezer Only","General Electric",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","Unknown","No","No","10","Measured or Known","100",NA,"No","No",NA,NA,"Outbuilding / Addition"
"SITE_661","ROOM_7779","APPL_173117","R/F Top Freezer","Amana",NA,"TM16SPG-LK",NA,"Unknown","KA32350488-8","No","No","No","27.7","Measured or Known","100","No","No","No",NA,NA,"Bedroom"
"SITE_661","ROOM_4137","APPL_66980","Side by Side Refrigerator/Freezer","Magic Chef",NA,"RC224RD",NA,"Unknown","Unknown","No","No","Yes","21.6","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_662","ROOM_20138","APPL_8924","R/F Bottom Freezer","Amana",NA,"ARB2217CSR",NA,"2011","11423173EE","Yes","No","Yes","25.5","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_663","ROOM_15311","APPL_166367","Upright Full Size Single Freezer Only","Kenmore",NA,"#25328459801",NA,"2008","WB84739742","No","No","No","16","Estimated","100",NA,"No","No",NA,NA,"Garage"
"SITE_663","ROOM_15311","APPL_151342","R/F Top Freezer","Frigidaire",NA,"FFTR1814QB9B",NA,"2017","BA71214201","No","No","No","18","Measured or Known","100","No","No","No",NA,NA,"Garage"
"SITE_663","ROOM_22694","APPL_4014","Side by Side w/ Bottom Freezer","General Electric",NA,"PVD28BYNBFS",NA,"Unknown","MR131399","Yes","Yes","Yes","28","Measured or Known","100","Yes","No","Yes","Through door","Yes","Kitchen"
"SITE_664","ROOM_23110","APPL_38965","Side by Side w/ Bottom Freezer","Maytag",NA,"MFC2062DEM06",NA,"Unknown","K42616050","No","No","Yes","20","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_664","ROOM_19048","APPL_54912","R/F Top Freezer","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","18","Estimated","100","No","No","No",NA,NA,"Garage"
"SITE_664","ROOM_19048","APPL_167528","Upright Full Size Single Freezer Only","Sanyo",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","9","Estimated","100",NA,"No","No",NA,NA,"Garage"
"SITE_665","ROOM_1720","APPL_49647","R/F Bottom Freezer","Maytag",NA,"MFI2569VEW1",NA,"Unknown","K02652070","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_666","ROOM_28633","APPL_122377","R/F Top Freezer","Frigidaire",NA,"FRT17G4BW9",NA,"Unknown","BA90602162","No","No","Yes","21","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_666","ROOM_28633","APPL_161981","Chest Freezer","Insignia",NA,"HYB60MHU42E/UL",NA,"Unknown","341-A6711301-0905-1033584","No","No","No","4","Estimated","100",NA,"No","No",NA,NA,"Kitchen"
"SITE_667","ROOM_46800","APPL_133800","Side by Side Refrigerator/Freezer","Electrolux",NA,"EI26SS55GS0",NA,"Unknown","4A81016302","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_668","ROOM_10123","APPL_76849","Side by Side Refrigerator/Freezer","Sub-Zero",NA,"#590",NA,"Unknown","M1276263","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_668","ROOM_34986","APPL_68303","Side by Side Refrigerator/Freezer","General Electric",NA,"Unknown",NA,"Unknown","Unknown","No","No","No","Unknown",NA,"100","No","No","Yes","Through door","Unknown","Garage"
"SITE_668","ROOM_34986","APPL_74593","Upright Full Size Single Freezer Only","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_668","ROOM_34986","APPL_15391","Chest Freezer","Haier",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_668","ROOM_34986","APPL_116479","Chest Freezer","Kenmore",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Garage"
"SITE_669","ROOM_14986","APPL_134926","Side by Side Refrigerator/Freezer","General Electric",NA,"MONOGRAM",NA,"Unknown","Unknown","Unknown","Unknown","Yes","60","Measured or Known","100","No","No","Yes","Unknown","Unknown","Kitchen"
"SITE_669","ROOM_7254","APPL_60462","Mini-Fridge","Sub-Zero",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","Unknown","No","No","20","Estimated","100",NA,"No","No",NA,NA,"Living Room"
"SITE_67","ROOM_27668","APPL_106245","Side by Side w/ Bottom Freezer","LG",NA,"LFC25776SW/00",NA,"Unknown","012KRYP00762","No","No","Yes","49","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_670","ROOM_26026","APPL_71474","R/F Top Freezer","KitchenAid",NA,"KTRP22KGWH01",NA,"1998","EH4711860","No","No","Yes","39","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_671","ROOM_37649","APPL_37567","Side by Side w/ Bottom Freezer","Samsung",NA,"RF261BEAESR/AA",NA,"2013","JKKK4BBD901328K","No","No","Yes","20","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_672","ROOM_26351","APPL_130888","R/F Bottom Freezer","Kenmore",NA,"#59676262701",NA,"Unknown","11269959NR","No","No","Yes","22.5","Measured or Known","100","No","No","Yes","In freezer","Unknown","Kitchen"
"SITE_673","ROOM_5941","APPL_171855","R/F Top Freezer","Kenmore",NA,"#59669312010",NA,"Unknown","K51300743","No","No","Yes","Unknown",NA,"100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_674","ROOM_21414","APPL_116669","R/F Top Freezer","KitchenAid",NA,"KTRP21KKWH00",NA,"2001","EL2711649","No","No","No","Unknown",NA,"100","No","No","No",NA,NA,"Garage"
"SITE_674","ROOM_17414","APPL_52017","Side by Side Refrigerator/Freezer","Frigidaire",NA,"FGHS2655PF5A",NA,"2015","4A50719915","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","No","Kitchen"
"SITE_675","ROOM_16494","APPL_29830","Side by Side Refrigerator/Freezer","KitchenAid",NA,"KSS042QMB 02",NA,"Unknown","QT0422084","No","No","Yes","40","Estimated","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_675","ROOM_37154","APPL_52976","R/F Top Freezer","Amana",NA,"Unknown","Unknown","Unknown","Unknown","No","No","No","22","Measured or Known","100","No","No","No",NA,NA,"Garage"
"SITE_676","ROOM_7901","APPL_108124","Side by Side Refrigerator/Freezer","Samsung",NA,"RS22T5201SR",NA,"2021","Unknown","Unknown","Yes","Yes","50","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_676","ROOM_26487","APPL_66501","Chest Freezer","HiSense",NA,"FC72D6BWE",NA,"Unknown","Unknown","Yes","No","No","16","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_677","ROOM_624","APPL_46859","Side by Side Refrigerator/Freezer","Samsung",NA,"RF28NHEDBSG",NA,"2018","0A3H43BK900232V","No","Yes","Yes","52","Measured or Known","100","No","Yes","Yes","Through door","Yes","Kitchen"
"SITE_677","ROOM_43786","APPL_146448","Chest Freezer","Arctic King",NA,"ARC07M3AWW",NA,"Unknown","Unknown","No","No","No","12.2","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_678","ROOM_19197","APPL_36317","Side by Side Refrigerator/Freezer","General Electric",NA,"PZS22MSKNHSS",NA,"Unknown","MR408769","No","No","Yes","31","Measured or Known","100","No","Yes","Yes","Through door","Yes","Kitchen"
"SITE_678","ROOM_19197","APPL_50072","Mini-Fridge","U-Line",NA,"U-1024RS-00A",NA,"Unknown","#2062363070002","No","No","No","6","Measured or Known","100",NA,"No","No",NA,NA,"Kitchen"
"SITE_679","ROOM_38634","APPL_16432","Side by Side Refrigerator/Freezer","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","No","No","Yes","14.2","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_68","ROOM_42579","APPL_13795","Side by Side w/ Bottom Freezer","Samsung",NA,"RF23M8070SR",NA,"2018","Unknown","No","No","Yes","48","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_68","ROOM_43647","APPL_57349","Side by Side w/ Bottom Freezer","KitchenAid",NA,"KRFF507ESS00",NA,"Unknown","K54421157","No","No","No","50","Measured or Known","100","No","No","Yes","Through door","Yes","Garage"
"SITE_680","ROOM_33365","APPL_37698","Side by Side Refrigerator/Freezer","Kenmore",NA,"#10656709500",NA,"Unknown","ST1347828","No","No","Yes","Unknown",NA,"100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_680","ROOM_14919","APPL_18576","R/F Top Freezer","Frigidaire",NA,"FRTQ8S6AWX",NA,"Unknown","BA71511855","Unknown","No","No","Unknown",NA,"100","No","No","No",NA,NA,"Outbuilding / Addition"
"SITE_680","ROOM_14919","APPL_122948","Upright Full Size Single Freezer Only","Kenmore",NA,"#2539264211",NA,"Unknown","WB64517404","Unknown","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Outbuilding / Addition"
"SITE_680","ROOM_14919","APPL_108280","Chest Freezer","General Electric",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","Unknown","No","No","Unknown",NA,"100",NA,"No","No",NA,NA,"Outbuilding / Addition"
"SITE_681","ROOM_30422","APPL_51710","Mini-Fridge","Haier",NA,"ESRN025BB",NA,"2010","#10004006355","Unknown","No","No","2.5","Measured or Known","100",NA,"No","No",NA,NA,"Outside"
"SITE_681","ROOM_8027","APPL_110183","Side by Side Refrigerator/Freezer","Whirlpool",NA,"WRS325SDHZ01",NA,"2018","HR822336493","Yes","No","Yes","25","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_682","ROOM_9415","APPL_126058","R/F Top Freezer","Hotpoint",NA,"HTS18GBSARWW",NA,"1995","TM793728","Unknown","No","No","18","Measured or Known","100","No","No","No",NA,NA,"Garage"
"SITE_682","ROOM_43656","APPL_17430","R/F Bottom Freezer","KitchenAid",NA,"KFCP22EXMP4",NA,"2012","K23612826","Yes","No","Yes","22","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_682","ROOM_9415","APPL_21107","Upright Full Size Single Freezer Only","General Electric",NA,"FUF21DLRBWW",NA,"2018","VL600969","Unknown","No","No","21","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_682","ROOM_7680","APPL_4375","Mini-Fridge","Midea",NA,"Unknown","Unknown","2020","Unknown","Unknown","No","No","4","Estimated","100",NA,"No","No",NA,NA,"Other"
"SITE_683","ROOM_22862","APPL_110893","Side by Side w/ Bottom Freezer","Whirlpool",NA,"WRF540CWHZ03",NA,"Unknown","KX3608550","No","No","Yes","23.3","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_684","ROOM_44776","APPL_42981","R/F Top Freezer","Estate",NA,"TT21AKXKQ05",NA,"2005","ES3410297","No","No","Yes","35","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_685","ROOM_29876","APPL_158466","Side by Side w/ Bottom Freezer","General Electric",NA,"GYE18JBLGFTS",NA,"Unknown","HM312828","No","No","Yes","23.5","Measured or Known","100","No","No","Yes","Through door","Yes","Kitchen"
"SITE_685","ROOM_15709","APPL_62462","Chest Freezer","Frigidaire",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","Unknown","No","No","15","Measured or Known","100",NA,"No","No",NA,NA,"Garage"
"SITE_686","ROOM_1572","APPL_157166","R/F Top Freezer","Kenmore",NA,"2536888901A",NA,"2013","BA34735531","No","No","Yes","23.6","Measured or Known","100","No","No","No",NA,NA,"Kitchen"
"SITE_686","ROOM_1572","APPL_146401","Chest Freezer","Arctic King",NA,"Unknown","Unknown","Unknown","Unknown","Unknown","No","No","8","Estimated","100",NA,"No","No",NA,NA,"Kitchen"
"SITE_686","ROOM_25006","APPL_58512","Mini-Fridge","Haier",NA,"Unknown","Unknown","Unknown","Unknown","No","No","No","2.3","Measured or Known","100",NA,"No","No",NA,NA,"Bathroom"
"SITE_687","ROOM_35344","APPL_102448","R/F Top Freezer","LG",NA,"LTCS24223S/09",NA,"Unknown","105MRSS4N766","No","No","Yes","26","Measured or Known","100","No","No","Yes","In freezer","Yes","Kitchen"
"SITE_687","ROOM_371","APPL_8040","Mini-Fridge","Sanyo",NA,"SR-365K",NA,"Unknown","#931103542","No","No","No","3.6","Measured or Known","100",NA,"No","No",NA,NA,"Living Room"
"SITE_687","ROOM_19016","APPL_118420","Chest Freezer","Vissani",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","Unknown","No","No","9","Measured or Known","100",NA,"No","No",NA,NA,"Laundry"
"SITE_688","ROOM_25405","APPL_49349","Side by Side Refrigerator/Freezer","Whirlpool",NA,"GD5NVAXSA01",NA,"Unknown","SU2931526","No","No","Yes","23.5","Measured or Known","100","No","No","Yes","Through door","Yes","Living Room"
"SITE_688","ROOM_4469","APPL_98371","R/F Top Freezer","Danby",NA,"Unknown","NO NAMEPLATE","Unknown","Unknown","Unknown","No","No","5.5","Measured or Known","100","No","No","No",NA,NA,"Bedroom"
